MXI,20080401082311.0,P
MXI,20080401093617.0,S
MXI,20080401093617.0,P
MXI,20080401093624.0,S
MXI,20080401093631.0,P
MXI,20080401093634.0,S
MXI,20080401110557.0,P
MXI,20080401112232.0,S
MXI,20080401112956.0,P
MXI,20080401114634.0,S
MXI,20080401115607.0,P
MXI,20080401122329.0,S
MXI,20080401131922.0,P
MXI,20080401133759.0,S
MXI,20080401151454.0,P
MXI,20080401151457.0,S
MXI,20080401155144.0,P
MXI,20080401155206.0,S
MXI,20080401202425.0,P
MXI,20080401211402.0,S
MXI,20080401211443.0,P
MXI,20080401211746.0,S
MXI,20080401211943.0,P
MXI,20080401212212.0,S
MXI,20080401212216.0,P
MXI,20080401212434.0,S
MXI,20080401212444.0,P
MXI,20080401212527.0,S
MXI,20080401212539.0,P
MXI,20080401224747.0,S
MXI,20080401082232.0,P
MXI,20080401082311.0,S
MXI,20080401085748.0,P
MXI,20080401085749.0,S
MXI,20080401085755.0,P
MXI,20080401085808.0,S
MXI,20080401094312.0,P
MXI,20080401094312.0,S
MXI,20080401094342.0,P
MXI,20080401094350.0,S
MXI,20080401094350.0,P
MXI,20080401094357.0,S
MXI,20080401094413.0,P
MXI,20080401094413.0,S
MXI,20080401094424.0,P
MXI,20080401094456.0,S
MXI,20080401094500.0,P
MXI,20080401094500.0,S
MXI,20080401094507.0,P
MXI,20080401110550.0,S
MXI,20080401112232.0,P
MXI,20080401112950.0,S
MXI,20080401113906.0,P
MXI,20080401114628.0,S
MXI,20080401115609.0,P
MXI,20080401115609.0,S
MXI,20080401115609.0,P
MXI,20080401115609.0,S
MXI,20080401115609.0,P
MXI,20080401115625.0,S
MXI,20080401122331.0,P
MXI,20080401122930.0,S
MXI,20080401124107.0,P
MXI,20080401130513.0,S
MXI,20080401155116.0,P
MXI,20080401155143.0,S
MXI,20080401174856.0,P
MXI,20080401193132.0,S
MXI,20080401210626.0,P
MXI,20080401210632.0,S
MXI,20080401210640.0,P
MXI,20080401210651.0,S
MXI,20080401210758.0,P
MXI,20080401210803.0,S
MXI,20080401210804.0,P
MXI,20080401211408.0,S
MXI,20080401211435.0,P
MXI,20080401211436.0,S
MXI,20080401211446.0,P
MXI,20080401211456.0,S
MXI,20080401211505.0,P
MXI,20080401211507.0,S
MXI,20080401211745.0,P
MXI,20080401212009.0,S
MXI,20080401212038.0,P
MXI,20080401212235.0,S
MXI,20080401212240.0,P
MXI,20080401212349.0,S
MXI,20080402050230.0,P
MXI,20080401093426.0,P
MXI,20080401093617.0,S
MXI,20080401093629.0,P
MXI,20080401112239.0,S
MXI,20080401112956.0,P
MXI,20080401114634.0,S
MXI,20080401122335.0,P
MXI,20080401122800.0,S
MXI,20080401135046.0,P
MXI,20080401155143.0,S
MXI,20080401210857.0,P
MXI,20080401210907.0,S
MXI,20080401211356.0,P
MXI,20080401211449.0,S
MXI,20080401211456.0,P
MXI,20080401212248.0,S
MXI,20080401212302.0,P
MXI,20080401212309.0,S
MXI,20080401212313.0,P
MXI,20080401212326.0,S
MXI,20080401212406.0,P
MXI,20080402144952.0,P
MXI,20080402144955.0,S
MXI,20080402144955.0,P
MXI,20080402144955.0,S
MXI,20080402144955.0,P
MXI,20080402144959.0,S
MXI,20080402145001.0,P
MXI,20080402145001.0,S
MXI,20080402145003.0,P
MXI,20080402165545.0,S
MXI,20080402165624.0,P
MXI,20080402165624.0,S
MXI,20080402165823.0,P
MXI,20080402170117.0,S
MXI,20080402170119.0,P
MXI,20080402170120.0,S
MXI,20080402170122.0,P
MXI,20080402170747.0,S
MXI,20080402170813.0,P
MXI,20080402170837.0,S
MXI,20080402170941.0,P
MXI,20080402171129.0,S
MXI,20080402171144.0,P
MXI,20080402195349.0,S
MXI,20080402195357.0,P
MXI,20080402225213.0,S
MXI,20080402225239.0,P
MXI,20080402225902.0,S
MXI,20080402225936.0,P
MXI,20080402230158.0,S
MXI,20080403032443.0,P
